ChargerID,stationName,stationNamePoint,lat,lng,เลขถนน,ชื่อ ถนน (x),ตำบล,อำเภอ,จังหวัด,avg_ev_num_weekly_65,min_ev_num_weekly_65,max_ev_num_weekly_65,avg_res_ev_num_weekly_65,min_res_ev_num_weekly_65,max_res_ev_num_weekly_65,avg_trav_ev_num_weekly_65,min_trav_ev_num_weekly_65,max_trav_ev_num_weekly_65,avg_ev_num_weekly_66,min_ev_num_weekly_66,max_ev_num_weekly_66,avg_res_ev_num_weekly_66,min_res_ev_num_weekly_66,max_res_ev_num_weekly_66,avg_trav_ev_num_weekly_66,min_trav_ev_num_weekly_66,max_trav_ev_num_weekly_66,num_lw7_seats_veh_yearly_65,num_lw7_seats_veh_yearly_66
V26-1123-1094,PEA VOLTA แม่สาย,PEA VOLTA แม่สาย,20.42733002,99.88751221,1,ซอย ป่ายาง 8,ตำบล เวียงพางคำ,อำเภอแม่สาย,เชียงราย,6,0,16,24,23,24,6,1,16,18,5,35,29,25,35,7,5,10,43461,47465
V26-1123-1108,PEA VOLTA แม่จัน,PEA VOLTA แม่จัน,20.13821793,99.8425293,1089,ถนน แม่จัน-ฝาง,ตำบล ป่าตึง,อำเภอแม่จัน,เชียงราย,6,0,16,24,23,24,6,1,16,41,41,41,41,41,41,4,4,4,43461,47465
V26-1123-1130,PEA VOLTA เชียงแสน,PEA VOLTA เชียงแสน,20.27716637,100.0806961,1290,ถนน หนองมูต,ตำบล เวียง,อำเภอ เชียงแสน,เชียงราย,6,0,16,24,23,24,6,1,16,14,14,14,30,30,30,14,14,14,4756,5860
V26-1123-1131,PEA VOLTA พาน,PEA VOLTA พาน,19.55426979,99.7374649,1,1,ตำบล เมืองพาน,อำเภอ พาน,เชียงราย,6,0,16,24,23,24,6,1,16,12,12,12,30,30,30,12,12,12,43461,47465
V26-1123-1138,PEA VOLTA จุน,PEA VOLTA จุน,19.34420776,100.1308594,1292,1292,ตำบล ห้วยข้าวก่ำ,อำเภอ จุน,พะเยา,6,0,16,24,23,24,6,1,16,21,21,21,21,21,21,14,14,14,642,599
V26-1123-1102,PEA VOLTA ลี้,PEA VOLTA ลี้,17.79114532,98.95233154,106,106,ตำบล ลี้,อำเภอลี้,ลำพูน,6,0,16,24,23,24,6,1,16,20,0,58,40,21,58,8,2,15,47015,49411
V26-1123-1103,PEA VOLTA ลำพูน,PEA VOLTA ลำพูน,18.56887054,98.99656677,106,ถนน ลำพูน-ป่าซาง,ตำบล ในเมือง,อำเภอเมืองลำพูน,ลำพูน,6,0,16,24,23,24,6,1,16,2,0,12,40,21,58,8,3,12,47015,49411
V26-1123-1129,PEA VOLTA ลำปาง,PEA VOLTA ลำปาง,18.25030708,99.45291901,1,ถ. พหลโยธิน,ตำบล ชมพู,อำเภอเมืองลำปาง,ลำปาง,6,0,16,24,23,24,6,1,16,30,30,30,30,30,30,2,2,2,71039,71864
V26-1123-1096,PEA VOLTA แม่อาย,PEA VOLTA แม่อาย,20.04159355,99.32946777,107,ถนน แม่จัน-ฝาง,ตำบล แม่อาย,อำเภอ แม่อาย,เชียงใหม่,6,0,16,24,23,24,6,1,16,2,0,11,77,77,77,7,3,11,36733,42627
V26-1123-1116,PEA VOLTA ร้องกวาง,PEA VOLTA ร้องกวาง,18.31223488,100.2991333,101,ถนน ยันตรกิจโกศล,ตำบล ร้องเข็ม,อำเภอ ร้องกวาง,แพร่,6,0,16,24,23,24,6,1,16,15,0,41,41,41,41,3,3,3,11602,13317
V26-1123-1115,PEA VOLTA กำแพงเพชร,PEA VOLTA กำแพงเพชร,16.4896965,99.51087952,3002,ถ.เทศา2,ตำบล ในเมือง,อำเภอเมืองกำแพงเพชร,กำแพงเพชร,6,0,16,24,23,24,6,1,16,15,0,42,42,42,42,4,4,4,,
V26-1123-1112,PEA VOLTA สวรรคโลก,PEA VOLTA สวรรคโลก,17.34454918,99.87569427,1180,1180,ตำบล ในเมือง,อำเภอ สวรรคโลก,สุโขทัย,6,0,16,24,23,24,6,1,16,10,0,25,25,25,25,4,4,4,2643,2274
V26-1123-1111,PEA VOLTA ทุ่งเสลี่ยม,PEA VOLTA ทุ่งเสลี่ยม,17.3269043,99.52598572,106,106,ตำบล กลางดง,อำเภอ ทุ่งเสลี่ยม,สุโขทัย,6,0,16,24,23,24,6,1,16,14,2,26,26,26,26,2,2,2,1095,1513
V26-1123-1123,PEA VOLTA นครสวรรค์,PEA VOLTA นครสวรรค์,15.70951939,100.1152802,3523,ถนนเลี่ยงเมืองนครสวรรค์,ตำบลปากน้ำโพ,อำเภอเมืองนครสวรรค์,นครสวรรค์,6,0,16,24,23,24,6,1,16,24,0,70,70,70,70,3,3,3,15035,15408
V26-1123-1120,PEA VOLTA ลาดยาว,PEA VOLTA ลาดยาว,15.75485039,99.77091217,1072,ทางหลวงแผ่นดินหมายเลข 1072,ตำบล ลาดยาว,อำเภอลาดยาว,นครสวรรค์,6,0,16,24,23,24,6,1,16,12,0,31,31,31,31,4,4,4,9557,10684
V26-1123-1124,PEA VOLTA หนองบัว,PEA VOLTA หนองบัว,15.86330128,100.6204147,225,225,ตำบล หนองกลับ,อำเภอ หนองบัว,นครสวรรค์,6,0,16,24,23,24,6,1,16,17,0,44,44,44,44,8,8,8,7445,8539
V26-1123-1125,PEA VOLTA บ้านไร่,PEA VOLTA บ้านไร่,15.08644581,99.55554962,3011,3011,ตำบล บ้านบึง,อำเภอบ้านไร่,อุทัยธานี,6,0,16,24,23,24,6,1,16,#N/A,#N/A,#N/A,44,44,44,8,8,8,1953,2015
V26-1123-1132,PEA VOLTA สิงห์บุรี,PEA VOLTA สิงห์บุรี,14.90698147,100.409729,32,32,ตำบล บางมัญ,อำเภอเมืองสิงห์บุรี,สิงห์บุรี,6,0,16,24,23,24,6,1,16,#N/A,#N/A,#N/A,30,30,30,12,12,12,12336,11394
V26-1123-1136,PEA VOLTA แคมป์สน,PEA VOLTA แคมป์สน,16.75957108,101.0233917,2196,2196,ตำบล แคมป์สน,อำเภอเขาค้อ,เพชรบูรณ์,6,0,16,24,23,24,6,1,16,39,39,39,39,39,39,14,14,14,2770,2859
V26-1123-1126,PEA VOLTA เพชรบูรณ์,PEA VOLTA เพชรบูรณ์,16.42377472,101.1625519,2326,ถนน สนามชัย,ตำบล สะเดียง,อำเภอเมืองเพชรบูรณ์,เพชรบูรณ์,6,0,16,24,23,24,6,1,16,21,21,21,21,21,21,8,8,8,1270,1572
V26-0823-1072,PEA VOLTA โพนพิสัย,PEA VOLTA โพนพิสัย,18.02464676,103.1035996,2267,จุมพล โพนพิสัย,ตำบล จุมพล,อำเภอ โพนพิสัย,หนองคาย,6,0,16,24,23,24,6,1,16,13,0,36,35,34,36,8,2,15,1154,2766
V26-0823-1066,PEA VOLTA บ้านแพง,PEA VOLTA บ้านแพง,17.97113228,104.2134171,3039,3039,ตำบล บ้านแพง,อำเภอ บ้านแพง,นครพนม,6,0,16,24,23,24,6,1,16,16,0,36,29,22,36,12,4,16,,
V26-1123-1097,PEA VOLTA บ้านดุง,PEA VOLTA บ้านดุง,17.67753601,103.2502823,2096,2096,ตำบล ศรีสุทโธ,อำเภอ บ้านดุง,อุดรธานี,6,0,16,24,23,24,6,1,16,21,4,44,28,21,44,6,4,7,3849,4030
V26-1123-1099,PEA VOLTA เชียงคาน,PEA VOLTA เชียงคาน,17.87599564,101.6551743,201,201,ตำบล เชียงคาน,อำเภอ เชียงคาน,เลย,6,0,16,24,23,24,6,1,16,20,20,20,43,28,56,6,4,7,30420,31688
V26-0823-1068,PEA VOLTA ชุมแพ,PEA VOLTA ชุมแพ,16.55112076,102.0854034,201,ถนนมะลิวัลย์,ตำบลชุมแพ,อำเภอชุมแพ,ขอนแก่น,6,0,16,24,23,24,6,1,16,95,0,206,118,56,206,2,2,2,5221,5580
V26-0823-1067,PEA VOLTA วังสะพุง,PEA VOLTA วังสะพุง,17.33830452,101.7554703,201,ถนนมะลิวัลย์,ตำบล เขาหลวง,อำเภอวังสะพุง,เลย,6,0,16,24,23,24,6,1,16,21,0,46,33,21,46,10,2,16,30420,31688
V26-1123-1134,PEA VOLTA เขมราฐ,PEA VOLTA เขมราฐ,16.03849792,105.2159576,202,ถนนอรุณประเสริฐ,ตำบลเขมราฐ,อำเภอเขมราฐ,อุบลราชธานี,6,0,16,24,23,24,6,1,16,14,14,14,23,23,23,14,14,14,2305,2066
V26-1123-1145,PEA VOLTA อุบลราชธานี 2,PEA VOLTA อุบลราชธานี 2,15.27339268,104.8502655,231,ถนนชยางกูร,ตำบล ในเมือง,อำเภอเมืองอุบลราชธานี,อุบลราชธานี,6,0,16,24,23,24,6,1,16,#N/A,#N/A,#N/A,27,27,27,4,2,6,21861,21746
V26-1123-1127,PEA VOLTA สมเด็จ,PEA VOLTA สมเด็จ,16.69511414,103.7499771,12,ถนนสมเด็จ-มุกดาหาร,ตำบล สมเด็จ,อำเภอ สมเด็จ,กาฬสินธุ์,6,0,16,24,23,24,6,1,16,#N/A,#N/A,#N/A,21,21,21,8,8,8,13430,14554
V26-1123-1140,PEA VOLTA สุวรรณภูมิ,PEA VOLTA สุวรรณภูมิ,15.61715126,103.7902069,202,202,ตำบล สระคู,อำเภอ สุวรรณภูมิ,ร้อยเอ็ด,6,0,16,24,23,24,6,1,16,19,19,19,21,21,21,19,19,19,13155,15390
V26-1123-1128,PEA VOLTA เลิงนกทา,PEA VOLTA เลิงนกทา,16.20137787,104.5443878,2116,ถ.ทยาปัสสา,ตำบล สามแยก,อำเภอเลิงนกทา,ยโสธร,6,0,16,24,23,24,6,1,16,2,2,2,21,21,21,2,2,2,4004,4002
V26-1123-1106,PEA VOLTA จัตุรัส,PEA VOLTA จัตุรัส,15.54472733,101.8387451,201,ถนน ชัยภูมิ - สีคิ้ว,ตำบล กุดน้ำใส,อำเภอจัตุรัส,ชัยภูมิ,6,0,16,24,23,24,6,1,16,25,4,44,35,26,44,4,4,4,21710,36865
V26-1123-1107,PEA VOLTA ประทาย,PEA VOLTA ประทาย,15.52530384,102.7063217,207,207,ตำบล กระทุ่มราย,อำเภอ ประทาย,นครราชสีมา,6,0,16,24,23,24,6,1,16,60,24,79,60,24,79,4,4,4,5109,5442
V26-0823-1085,PEA VOLTA นครราชสีมา #2,PEA VOLTA นครราชสีมา,14.97424412,102.0835495,304,สุรนารี,ตำบลในเมือง,อำเภอเมืองนครราชสีมา,นครราชสีมา,6,0,16,24,23,24,6,1,16,31,4,64,41,21,64,6,4,7,19773,34017
V26-0823-1054,PEA VOLTA เสนา,PEA VOLTA เสนา,14.31366444,100.4165497,3111,3111,ตำบล บางนมโค,อำเภอเสนา,พระนครศรีอยุธยา,6,0,16,24,23,24,6,1,16,18,2,41,34,22,41,11,2,17,13750,9119
V26-0823-1059,PEA VOLTA บางปะอิน,PEA VOLTA บางปะอิน,14.21169567,100.5876999,308,ถ. อุดมสรยุทธ์,ตำบล คลองจิก,อำเภอบางปะอิน,พระนครศรีอยุธยา,6,0,16,24,23,24,6,1,16,6,0,14,40,25,68,8,5,14,7135,7197
V26-0823-1078,PEA VOLTA วังน้อย,PEA VOLTA วังน้อย,14.24962902,100.7030716,309,ถนน โรจนะ,ตำบล ลำตาเสา,อำเภอวังน้อย,พระนครศรีอยุธยา,6,0,16,24,23,24,6,1,16,12,0,34,28,22,34,6,2,10,22104,24453
V26-0823-1083,PEA VOLTA กบินทร์บุรี,PEA VOLTA กบินทร์บุรี,13.978055,101.7520523,304,ถ.กบินทร์บุรี-ฉะเชิงเทรา,ตำบล เมืองเก่า,อำเภอกบินทร์บุรี,ปราจีนบุรี,6,0,16,24,23,24,6,1,16,10,0,21,21,21,21,10,2,18,41896,37469
V26-0823-1082,PEA VOLTA คลองหลวง,PEA VOLTA คลองหลวง,14.06675434,100.7080002,3214,3214,ตำบล คลองห้า,อำเภอคลองหลวง,ปทุมธานี,6,0,16,24,23,24,6,1,16,35,1,102,54,23,102,1,1,1,52910,55439
V26-0823-1044,PEA VOLTA ปทุมธานี,PEA VOLTA ปทุมธานี,14.01956558,100.5272141,3035,ถนนปทุมสัมพันธ์,ต.บางปรอก,เมืองปทุมธานี,ปทุมธานี,6,0,16,24,23,24,6,1,16,18,11,24,22,21,24,12,11,12,,
V26-0823-1091,PEA VOLTA สระบุรี,PEA VOLTA สระบุรี,14.53803825,100.9102554,1,ถ. พหลโยธิน,ตำบล ปากเพรียว,อำเภอเมืองสระบุรี,สระบุรี,6,0,16,24,23,24,6,1,16,26,12,46,38,25,46,15,12,17,53857,52280
V26-0823-1065,PEA VOLTA หนองแค,PEA VOLTA หนองแค,14.35058498,100.8553162,1,ถนน หนองปลากระดี่,ตำบล หนองแค,หนองแค,สระบุรี,6,0,16,24,23,24,6,1,16,28,0,66,42,22,66,8,2,14,53857,52280
V26-0823-1058,PEA VOLTA ปราจีนบุรี,PEA VOLTA ปราจีนบุรี,14.05461025,101.3550186,3481,3481,ตำบล รอบเมือง,อำเภอเมืองปราจีนบุรี,ปราจีนบุรี,6,0,16,24,23,24,6,1,16,30,10,68,40,25,68,14,10,17,4305,3938
V26-0823-1075,PEA VOLTA บางแสน,PEA VOLTA บางแสน,13.29052162,100.91259,3137,ถนน บางแสนสาย 2,ตำบลแสนสุข,อำเภอเมืองชลบุรี,ชลบุรี,6,0,16,24,23,24,6,1,16,33,0,88,56,27,88,11,3,17,77142,81066
V26-0823-1077,PEA VOLTA บ้านบึง,PEA VOLTA บ้านบึง,13.29687977,101.1244125,3138,Highway 3138,ตำบล บ้านบึง,อำเภอบ้านบึง,ชลบุรี,6,0,16,24,23,24,6,1,16,4,0,20,56,27,88,5,1,15,2819,2683
V26-0823-1076,PEA VOLTA บ่อทอง,PEA VOLTA บ่อทอง,13.26551247,101.4379349,3245,3245,ตำบล บ่อทอง,อำเภอบ่อทอง,ชลบุรี,6,0,16,24,23,24,6,1,16,3,0,16,56,27,88,4,1,16,7353,7713
V26-0823-1057,PEA VOLTA พานทอง,PEA VOLTA พานทอง,13.47099018,101.0951767,3127,3127,ตำบล พานทอง,อำเภอพานทอง,ชลบุรี,6,0,16,24,23,24,6,1,16,14,4,29,29,28,29,11,4,16,5732,6187
V26-0823-1050,PEA VOLTA บึง,PEA VOLTA บึง,13.07476902,101.0225067,1032,1032,บึง,อำเภอศรีราชา,ชลบุรี,6,0,16,24,23,24,6,1,16,15,1,26,24,21,26,12,1,19,123219,132697
V26-0823-1069,PEA VOLTA มาบตาพุด,PEA VOLTA มาบตาพุด,12.72266674,101.1282883,3392,3392,ตำบล ห้วยโป่ง,อำเภอเมืองระยอง,ระยอง,6,0,16,24,23,24,6,1,16,5,0,15,118,56,206,9,2,15,,
V26-0823-1049,PEA VOLTA แกลง,PEA VOLTA แกลง,12.78307819,101.6878967,3,ถ.สุขุมวิท,ตำบลทุ่งควายกิน,อำเภอแกลง,ระยอง,6,0,16,24,23,24,6,1,16,9,1,18,38,24,52,9,1,18,26296,26201
V26-0823-1071,PEA VOLTA พนัสนิคม,PEA VOLTA พนัสนิคม,13.45590878,101.1962891,349,พาณิชย์พัฒนา,ตำบล บ้านช้าง,อำเภอพนัสนิคม,ชลบุรี,6,0,16,24,23,24,6,1,16,13,0,28,25,22,28,9,2,13,5317,5292
V26-0823-1074,PEA VOLTA เพ,PEA VOLTA เพ,12.62326622,101.4257736,3145,ถนน สุขาภิบาล 2,ตำบลเพ,อำเภอเมืองระยอง,ระยอง,6,0,16,24,23,24,6,1,16,21,2,42,39,37,42,13,2,19,3886,4351
V26-0823-1081,PEA VOLTA บ้านค่าย,PEA VOLTA บ้านค่าย,12.77228642,101.2921143,3574,3574,ตำบล บ้านค่าย,อำเภอบ้านค่าย,ระยอง,6,0,16,24,23,24,6,1,16,22,4,46,40,34,46,10,4,17,12530,14164
V26-0823-1064,PEA VOLTA ระยอง,PEA VOLTA ระยอง,12.68315125,101.2242203,3,ถ.สุขุมวิท,ตำบลเนินพระ,อำเภอเมืองระยอง,ระยอง,6,0,16,24,23,24,6,1,16,4,0,27,27,27,27,2,1,4,26296,26201
V26-0823-1051,PEA VOLTA บางปะกง,PEA VOLTA บางปะกง,13.50337219,100.9940033,3,ถ.สุขุมวิทสายเก่า,ตำบล บางปะกง,อำเภอบางปะกง,ฉะเชิงเทรา,6,0,16,24,23,24,6,1,16,16,4,30,26,21,30,14,4,19,10171,11086
V26-0823-1048,PEA VOLTA ขลุง,PEA VOLTA ขลุง,12.45309639,102.241951,3,ถ.สุขุมวิท,ตำบล ขลุง,อำเภอ ขลุง,จันทบุรี,6,0,16,24,23,24,6,1,16,5,1,12,38,24,52,5,1,12,7545,32527
V26-1123-1100,PEA VOLTA ท่ามะกา,PEA VOLTA ท่ามะกา,13.90371323,99.74560547,3209,ถ.น้ำแม่กรอง,ตำบล หวายเหนียว,อำเภอท่ามะกา,กาญจนบุรี,6,0,16,24,23,24,6,1,16,34,34,34,34,34,34,6,4,7,10529,11030
V26-0823-1046,PEA VOLTA สามชุก,PEA VOLTA สามชุก,14.75414658,100.0975494,340,สุพรรณบุรี - ชัยนาท,ตำบล สามชุก,อำเภอสามชุก,สุพรรณบุรี,6,0,16,24,23,24,6,1,16,21,0,50,31,21,50,14,7,19,20823,17685
V26-0823-1045,PEA VOLTA อู่ทอง,PEA VOLTA อู่ทอง,14.35463524,99.87766266,321,ถ.มาลัยแมน,ตำบล อู่ทอง,อำเภออู่ทอง,สุพรรณบุรี,6,0,16,24,23,24,6,1,16,1,0,16,22,21,24,9,2,16,20606,21011
V26-0823-1056,PEA VOLTA โคกขาม,PEA VOLTA โคกขาม,13.55939007,100.314209,2004,สมุทรสาคร-โคกขาม,ตำบล โคกขาม,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,6,0,16,24,23,24,6,1,16,26,5,56,35,21,56,14,5,18,,
V26-0823-1079,PEA VOLTA สามพราน,PEA VOLTA สามพราน,13.74312115,100.2125855,4,ถ.เพชรเกษม,ท่าตลาด,อำเภอสามพราน,นครปฐม,6,0,16,24,23,24,6,1,16,15,0,45,35,22,45,5,1,8,135484,135893
V26-0823-1092,PEA VOLTA อ้อมน้อย,PEA VOLTA อ้อมน้อย,13.7229557,100.2979279,3414,ถ. พุทธมณฑลสาย 5,ตำบล ไร่ขิง,อำเภอสามพราน,นครปฐม,6,0,16,24,23,24,6,1,16,11,1,26,26,26,26,7,1,14,17427,18901
V26-1123-1144,PEA VOLTA บ้านโป่ง,PEA VOLTA บ้านโป่ง,13.83493519,99.87091064,323,ถ.แสงชูโต,ตำบล ปากแรต,อำเภอบ้านโป่ง,ราชบุรี,6,0,16,24,23,24,6,1,16,5,0,27,27,27,27,4,2,6,23854,29852
V26-0823-1047,PEA VOLTA ดำเนินสะดวก,PEA VOLTA ดำเนินสะดวก,13.52127647,99.96343994,325,ถ.ดำเนินสะดวก,ตำบล ดำเนินสะดวก,อำเภอดำเนินสะดวก,ราชบุรี,6,0,16,24,23,24,6,1,16,18,6,52,38,24,52,13,6,19,5691,5853
V26-0823-1055,PEA VOLTA ปากน้ำชุมพร,PEA VOLTA ปากน้ำชุมพร,10.42825985,99.24240112,4119,4119,ตำบล ปากน้ำ,อำเภอเมืองชุมพร,ชุมพร,6,0,16,24,23,24,6,1,16,10,3,28,26,24,28,6,3,13,2972,3594
V26-0823-1090,PEA VOLTA ปราณบุรี,PEA VOLTA ปราณบุรี,12.36238575,99.88574982,4,ถ.เพชรเกษม,ตำบล หนองตาแต้ม,อำเภอปราณบุรี,ประจวบคีรีขันธ์,6,0,16,24,23,24,6,1,16,18,0,57,50,42,57,13,2,19,39596,42430
V26-0823-1080,PEA VOLTA ชะอำ,PEA VOLTA ชะอำ,12.71772289,99.92845154,1001,ถนนพุหวาย,ตำบล ชะอำ,อำเภอชะอำ,เพชรบุรี,6,0,16,24,23,24,6,1,16,20,0,57,43,33,57,11,2,17,,
V26-1123-1113,PEA VOLTA สิชล,PEA VOLTA สิชล,8.97097492,99.894104,401,401,ตำบล ทุ่งปรัง,อำเภอ สิชล,นครศรีธรรมราช,6,0,16,24,23,24,6,1,16,15,2,28,28,28,28,2,2,2,30757,33386
V26-1123-1118,PEA VOLTA เกาะลันตา,PEA VOLTA เกาะลันตา,7.52970982,99.09133148,4245,4245,ต.เกาะลันตาใหญ่,อำเภอเกาะลันตา,กระบี่,6,0,16,24,23,24,6,1,16,#N/A,#N/A,#N/A,55,55,55,3,3,3,,
V26-1123-1122,PEA VOLTA ถลาง,PEA VOLTA ถลาง,7.99268913,98.35411835,402,ถ. เทพกระษัตรี,ตำบล ศรีสุนทร,อำเภอถลาง,ภูเก็ต,6,0,16,24,23,24,6,1,16,29,6,52,52,52,52,6,6,6,27618,27556
V26-1123-1114,PEA VOLTA ทุ่งสง,PEA VOLTA ทุ่งสง,8.132967,99.67276001,403,ถนนทุ่งสง-ตรัง,ตำบล ชะมาย,อำเภอทุ่งสง,นครศรีธรรมราช,6,0,16,24,23,24,6,1,16,#N/A,#N/A,#N/A,28,28,28,2,2,2,22787,21103
V26-0823-1087,PEA VOLTA สทิงพระ,PEA VOLTA สทิงพระ,7.48578215,100.4357605,408,408,ตำบล จะทิ้งพระ,อำเภอ สทิงพระ,สงขลา,6,0,16,24,23,24,6,1,16,18,3,34,34,34,34,14,3,18,35752,37820
V26-1123-1141,PEA VOLTA รัตภูมิ,PEA VOLTA รัตภูมิ,7.12478495,100.2378159,406,ถนน ยนตรการกำธร,ตำบล ท่าชะมวง,อำเภอรัตภูมิ,สงขลา,6,0,16,24,23,24,6,1,16,#N/A,#N/A,#N/A,21,21,21,19,19,19,10863,11113
V26-0823-1089,PEA VOLTA บันนังสตา,PEA VOLTA บันนังสตา,6.25653791,101.2487106,410,ทางหลวงแผ่นดินหมายเลข 410,ตำบล บันนังสตา,อำเภอ บันนังสตา,ยะลา,6,0,16,24,23,24,6,1,16,3,2,4,34,34,34,3,2,4,4492,5477
V26-1123-1101,PEA VOLTA ตากใบ,PEA VOLTA ตากใบ,6.25482798,102.0400162,4057,4057,ตำบล เจ๊ะเห,อำเภอ ตากใบ,นราธิวาส,6,0,16,24,23,24,6,1,16,7,1,15,34,34,34,7,1,15,3747,4396
V26-0823-1088,PEA VOLTA สตูล,PEA VOLTA สตูล,6.6110692,100.0735779,406,406,ตำบล พิมาน,อำเภอเมืองสตูล,สตูล,6,0,16,24,23,24,6,1,16,9,5,15,34,34,34,9,5,15,5577,6562
TH0323050003,สถานีชาร์จ พาข้าวโคราช #2 (เครือข่าย PEA VOLTA),สถานีชาร์จ พาข้าวโคราช (เครือข่าย PEA VOLTA),14.98748302,102.0942154,2,ถ.มิตรภาพ,ตำบลในเมือง,อำเภอเมืองนครราชสีมา,นครราชสีมา,6,0,16,24,23,24,6,1,16,51,5,96,56,33,96,5,5,5,159956,165553
TH0323050002,สถานีชาร์จ พาข้าวโคราช #1 (เครือข่าย PEA VOLTA),สถานีชาร์จ พาข้าวโคราช (เครือข่าย PEA VOLTA),14.98748302,102.0942154,2,ถ.มิตรภาพ,ตำบลในเมือง,อำเภอเมืองนครราชสีมา,นครราชสีมา,6,0,16,24,23,24,6,1,16,41,23,75,41,23,75,2,2,2,159956,165553
WJG0D18001,สถานี เข้าท่า บ้านบึง #3 (ร่วมเครือข่าย PEA VOLTA),สถานี เข้าท่า บ้านบึง (ร่วมเครือข่าย PEA VOLTA),13.33421516,101.0790253,344,ถ.เศรษฐกิจ,ตำบล หนองซ้ำซาก,อำเภอบ้านบึง,ชลบุรี,4,0,30,26,22,30,9,1,18,2,0,10,81,21,206,5,2,10,59847,61375
WJG0D18002,สถานี เข้าท่า บ้านบึง #4 (ร่วมเครือข่าย PEA VOLTA),สถานี เข้าท่า บ้านบึง (ร่วมเครือข่าย PEA VOLTA),13.33421516,101.0790253,344,ถ.เศรษฐกิจ,ตำบล หนองซ้ำซาก,อำเภอบ้านบึง,ชลบุรี,4,0,30,26,22,30,9,1,18,2,0,6,81,21,206,4,1,6,59847,61375
SICHARGEDNO2,PEA VOLTA อู่เชิดชัย เมืองนครราชสีมา,PEA VOLTA อู่เชิดชัย เมืองนครราชสีมา,14.96187401,102.0619125,2,ถ.มิตรภาพ,ต.ในเมือง,อำเภอเมืองนครราชสีมา,นครราชสีมา,2,0,8,26,26,26,4,1,8,56,56,56,56,56,56,16,16,16,159956,165553
C2332A031A0,PEA VOLTA 7-Eleven ลาดบัวหลวง,PEA VOLTA 7-Eleven ลาดบัวหลวง,14.15711212,100.2902908,340,340,ตำบลสามเมือง,อำเภอลาดบัวหลวง,พระนครศรีอยุธยา,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,0,56,56,56,56,3,3,3,9174,11087
C2332A010A0,PEA VOLTA ศูนย์การค้าอยุธยาซิตี้พาร์ค,PEA VOLTA ศูนย์การค้าอยุธยาซิตี้พาร์ค,14.33611012,100.608635,32,32,ตำบลคลองสวนพลู,อำเภอ พระนครศรีอยุธยา,พระนครศรีอยุธยา,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,0,78,78,78,78,11,11,11,79755,81670
C2332A027A0,PEA VOLTA บางจาก เมืองขอนแก่น (หน้า มข.),PEA VOLTA บางจาก เมืองขอนแก่น (หน้า มข.),16.46076202,102.8321838,2,ถ.มิตรภาพ,ตำบลในเมือง,อำเภอเมืองขอนแก่น,ขอนแก่น,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23,0,130,130,130,130,7,7,7,61763,66792
C2332A024A0,PEA VOLTA คาลเท็กซ์ ตะกั่วทุ่ง,PEA VOLTA คาลเท็กซ์ ตะกั่วทุ่ง,8.26801205,98.33322906,4303,4303,ตำบล โคกกลอย,อำเภอตะกั่วทุ่ง,พังงา,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,0,32,32,32,32,6,6,6,3340,1713
C2332A025A0,PEA VOLTA คาลเท็กซ์ ทับปุด,PEA VOLTA คาลเท็กซ์ ทับปุด,8.47618198,98.61043549,4311,4311,ตำบล บ่อแสน,อำเภอ ทับปุด,พังงา,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12,0,65,65,65,65,6,6,6,4171,4394
C2332A004A0,PEA VOLTA คาลเท็กซ์ หนองหาน,PEA VOLTA คาลเท็กซ์ หนองหาน,17.36236382,103.1523972,22,ถ. นิตโย,ตำบล หนองเม็ก,อำเภอหนองหาน,อุดรธานี,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,0,74,74,74,74,11,11,11,24958,24380
C2332A002A0,PEA VOLTA คาลเท็กซ์ โนนสะอาด,PEA VOLTA คาลเท็กซ์ โนนสะอาด,16.98781586,102.8932571,2,ถ.มิตรภาพ,ตำบล โนนสะอาด,อำเภอโนนสะอาด,อุดรธานี,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,0,74,74,74,74,8,8,8,32945,37857
C2332A026A0,PEA VOLTA คาลเท็กซ์ บ้านนาเดิม,PEA VOLTA คาลเท็กซ์ บ้านนาเดิม,8.88339996,99.29445648,41,41,ตำบล บ้านนา,อำเภอบ้านนาเดิม,สุราษฎร์ธานี,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,0,73,73,73,73,6,6,6,38915,40663
