ChargerID,stationName,stationNamePoint,lat,lng,เลขถนน,ชื่อ ถนน (x),ตำบล,อำเภอ,จังหวัด,avg_ev_num_weekly_65,min_ev_num_weekly_65,max_ev_num_weekly_65,avg_res_ev_num_weekly_65,min_res_ev_num_weekly_65,max_res_ev_num_weekly_65,avg_trav_ev_num_weekly_65,min_trav_ev_num_weekly_65,max_trav_ev_num_weekly_65,avg_ev_num_weekly_66,min_ev_num_weekly_66,max_ev_num_weekly_66,avg_res_ev_num_weekly_66,min_res_ev_num_weekly_66,max_res_ev_num_weekly_66,avg_trav_ev_num_weekly_66,min_trav_ev_num_weekly_66,max_trav_ev_num_weekly_66,num_lw7_seats_veh_yearly_65,num_lw7_seats_veh_yearly_66
T124-IT1-1322-082,PEA VOLTA พัทยาใต้ #1,PEA VOLTA พัทยาใต้,12.92273712,100.8841324,3,พัทยาใต้,เมืองพัทยา,บางละมุง,ชลบุรี,27,14,38,34,30,38,14,14,14,105,8,201,201,201,201,8,8,8,77142,81066
T53-IT1-4816-012,PEA VOLTA หัวหิน #1,PEA VOLTA หัวหิน,12.55186462,99.96103668,4,เพชรเกษม,หัวหิน,หัวหิน,ประจวบครีขันธ์,21,0,54,34,21,54,12,3,18,65,0,175,93,46,175,5,2,8,39596,42430
T53-IT1-0717-012,PEA VOLTA เขาย้อย,PEA VOLTA เขาย้อย,13.26557732,99.82255554,4,เพชรเกษม,สระพัง,เขาย้อย,เพชรบุรี,8,1,20,34,30,38,8,1,15,18,5,38,29,21,38,13,5,19,38445,39569
WAJU20030001,PEA VOLTA รังสิต,PEA VOLTA รังสิต,14.04528141,100.6161881,1,พหลโยธิน,คลองหนึ่ง,คลองหลวง,ปทุมธานี,4,0,30,26,22,30,9,1,18,50,0,206,81,21,206,12,4,19,108048,110457
T53-IT1-0817-001,PEA VOLTA สมุทรสาคร,PEA VOLTA สมุทรสาคร,13.54332638,100.2647705,3242,ถนน วิเชียรโชฎก,ตำบลมหาชัย,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,12,4,35,26,22,35,10,4,19,68,16,154,70,27,154,18,16,19,14093,17408
T54-HU1-2920-010,PEA VOLTA บางจาก ชะอำ #2,PEA VOLTA บางจาก ชะอำ,12.81742477,99.9409256,4,ถ.เพชรเกษม,ตำบล ชะอำ,อำเภอชะอำ,เพชรบุรี,15,0,39,28,21,39,12,3,18,57,18,157,57,22,157,18,18,18,38445,39569
T54-HU1-2520-015,PEA VOLTA บางจาก วังมะนาว (ขาออก) #1,PEA VOLTA บางจาก วังมะนาว (ขาออก),13.31848145,99.8276062,4,ถนนเพชรเกษม,ตำบลห้วยโรง,อำเภอเขาย้อย,เพชรบุรี,13,1,28,23,21,28,11,1,19,47,21,140,47,21,140,19,19,19,38445,39569
T54-HU1-3020-011,PEA VOLTA บางจาก วังมะนาว (ขาออก) #2,PEA VOLTA บางจาก วังมะนาว (ขาออก),13.31848145,99.8276062,4,ถนนเพชรเกษม,ตำบลห้วยโรง,อำเภอเขาย้อย,เพชรบุรี,8,1,30,30,30,30,7,1,17,30,12,103,34,21,103,16,12,19,38445,39569
T54-HU1-2520-014,PEA VOLTA บางจาก เมืองกระบี่ #1,PEA VOLTA บางจาก เมืองกระบี่,8.10317039,98.90280151,4,ถ.ศรีพังงา,กระบี่ใหญ่,อำเภอเมืองกระบี่,กระบี่,7,0,26,24,22,26,7,1,17,55,19,110,57,23,110,19,19,19,27220,35174
T54-HU1-3020-014,PEA VOLTA บางจาก เมืองกระบี่ #2,PEA VOLTA บางจาก เมืองกระบี่,8.10317039,98.90280151,4,ถ.ศรีพังงา,กระบี่ใหญ่,อำเภอเมืองกระบี่,กระบี่,7,0,24,23,22,24,6,1,19,42,13,88,45,25,88,16,13,19,27220,35174
T54-HU1-2520-008,PEA VOLTA บางจาก คลองท่อม #1,PEA VOLTA บางจาก คลองท่อม,7.87007999,99.16378784,4,ถ.เพชรเกษม,ตำบล ห้วยน้ำขาว,อำเภอคลองท่อม,กระบี่,2,0,11,26,23,28,3,1,11,22,2,90,34,21,90,11,2,18,27220,35174
T54-HU1-3120-012,PEA VOLTA บางจาก คลองท่อม #2,PEA VOLTA บางจาก คลองท่อม,7.87007999,99.16378784,4,ถ.เพชรเกษม,ตำบล ห้วยน้ำขาว,อำเภอคลองท่อม,กระบี่,2,0,7,37,23,53,3,1,7,20,3,64,35,21,64,11,3,19,27220,35174
T54-HU1-2520-011,PEA VOLTA บางจาก บายพาสชลบุรี #1,PEA VOLTA บางจาก บายพาสชลบุรี,13.41339302,100.9996948,361,ถ. เลี่ยงเมืองชลบุรี,ตำบล หนองไม้แดง,อำเภอเมืองชลบุรี,ชลบุรี,37,11,95,43,21,95,15,11,19,128,91,250,128,91,250,11,2,18,22597,17335
T54-HU1-3020-012,PEA VOLTA บางจาก บายพาสชลบุรี #2,PEA VOLTA บางจาก บายพาสชลบุรี,13.41339302,100.9996948,361,ถ. เลี่ยงเมืองชลบุรี,ตำบล หนองไม้แดง,อำเภอเมืองชลบุรี,ชลบุรี,28,6,74,40,21,74,12,6,18,113,35,226,113,35,226,16,12,19,22597,17335
T54-HU1-2620-001,PEA VOLTA บางจาก เมืองพิษณุโลก (เซ็นทรัล) #1,PEA VOLTA บางจาก เมืองพิษณุโลก (เซ็นทรัล),16.84236336,100.2310944,12,ถ. สิงหวัฒน์,ตำบลพลายชุมพล,อำเภอเมืองพิษณุโลก,พิษณุโลก,14,2,54,27,21,54,10,2,18,74,34,168,74,34,168,19,19,19,48505,51660
T54-HU1-3020-013,PEA VOLTA บางจาก เมืองพิษณุโลก (เซ็นทรัล) #2,PEA VOLTA บางจาก เมืองพิษณุโลก (เซ็นทรัล),16.84236336,100.2310944,12,ถ. สิงหวัฒน์,ตำบลพลายชุมพล,อำเภอเมืองพิษณุโลก,พิษณุโลก,8,0,48,32,22,48,5,1,17,83,42,182,83,42,182,16,12,19,48505,51660
T54-HU1-2720-006,PEA VOLTA บางจาก เมืองพิษณุโลก (ทล.11 กม.228) #1,PEA VOLTA บางจาก เมืองพิษณุโลก (ทล.11 กม.228),16.85162544,100.3473816,11,ถนนพิษณุโลก-อุตรดิตถ์,ตำบลดอนทอง,อำเภอเมืองพิษณุโลก,พิษณุโลก,14,0,47,30,22,47,10,1,19,66,40,180,66,40,180,18,15,19,14525,10943
T54-HU1-2820-019,PEA VOLTA บางจาก เมืองพิษณุโลก (ทล.11 กม.228) #2,PEA VOLTA บางจาก เมืองพิษณุโลก (ทล.11 กม.228),16.85162544,100.3473816,11,ถนนพิษณุโลก-อุตรดิตถ์,ตำบลดอนทอง,อำเภอเมืองพิษณุโลก,พิษณุโลก,8,0,33,26,21,33,7,1,18,50,18,166,51,21,166,18,18,18,14525,10943
T54-HU1-2720-014,PEA VOLTA บางจาก บางปะอิน #1,PEA VOLTA บางจาก บางปะอิน,14.26578903,100.6124802,32,ทางหลวงหมายเลข 32,ตำบล บ้านหว้า,อำเภอบางปะอิน,พระนครศรีอยุธยา,27,0,61,33,21,61,15,9,19,73,40,128,73,40,128,18,15,19,79755,81670
T54-HU1-3120-015,PEA VOLTA บางจาก บางปะอิน #2,PEA VOLTA บางจาก บางปะอิน,14.26578903,100.6124802,32,ทางหลวงหมายเลข 32,ตำบล บ้านหว้า,อำเภอบางปะอิน,พระนครศรีอยุธยา,25,9,56,34,21,56,14,9,19,70,31,150,70,31,150,10,1,17,79755,81670
T54-HU1-2520-010,PEA VOLTA บางจาก แก่งคอย #1,PEA VOLTA บางจาก แก่งคอย,14.57350159,100.9870987,2,ถ. มิตรภาพ,ตำบล แก่งคอย,อำเภอแก่งคอย,สระบุรี,22,0,45,29,21,45,15,9,19,42,0,160,57,23,160,11,2,18,54275,56468
T54-HU1-1520-006,PEA VOLTA บางจาก ปากช่อง #2,PEA VOLTA บางจาก ปากช่อง,14.65200138,101.3574524,2422,ถ. มิตรภาพ,หนองน้ำแดง,อำเภอปากช่อง,นครราชสีมา,22,7,42,28,21,42,13,7,19,77,28,196,77,28,196,15,6,19,2717,3541
T54-HU1-3220-010,PEA VOLTA บางจาก บ้านบึง #2,PEA VOLTA บางจาก บ้านบึง,13.33185959,101.0828171,344,บ้านบึง-แกลง,ตำบล มาบไผ่,อำเภอบ้านบึง,ชลบุรี,11,3,29,26,22,29,10,3,19,48,19,84,49,26,84,19,19,19,59847,61375
T54-HU1-2820-006,PEA VOLTA บางจาก บ้านบึง #1,PEA VOLTA บางจาก บ้านบึง,13.33185959,101.0828171,344,บ้านบึง-แกลง,ตำบล มาบไผ่,อำเภอบ้านบึง,ชลบุรี,23,7,53,30,21,53,14,7,19,73,41,152,73,41,152,18,15,19,59847,61375
T54-HU1-3420-007,PEA VOLTA พะเยา #2,PEA VOLTA พะเยา,19.19921875,99.87414551,1,พหลโยธิน,ตำบล บ้านต๋อม,อำเภอเมืองพะเยา,พะเยา,4,0,14,35,28,43,4,1,14,19,3,73,33,21,73,13,3,19,17931,25426
T54-HU1-3220-005,PEA VOLTA พะเยา #1,PEA VOLTA พะเยา,19.19921875,99.87414551,1,พหลโยธิน,ตำบล บ้านต๋อม,อำเภอเมืองพะเยา,พะเยา,4,0,16,25,21,42,4,1,16,22,5,89,33,21,89,11,5,19,17931,25426
T54-HU1-2520-007,PEA VOLTA แพร่ #1,PEA VOLTA แพร่,18.11483765,100.1488724,129,ทางหลวง 129,ตำบลนาจักร,อำเภอเมืองแพร่,แพร่,7,1,28,26,23,28,6,1,17,44,15,164,48,21,164,17,15,19,3298,2937
T54-HU1-3420-008,PEA VOLTA แพร่ #2,PEA VOLTA แพร่,18.11483765,100.1488724,129,ทางหลวง 129,ตำบลนาจักร,อำเภอเมืองแพร่,แพร่,2,0,24,24,24,24,4,1,15,37,0,166,45,21,166,15,11,19,3298,2937
T54-HU1-3320-010,PEA VOLTA ร้อยเอ็ด #2,PEA VOLTA ร้อยเอ็ด,16.04526901,103.6271286,232,ถนนเลี่ยงเมือง,ตำบล ดงลาน,อำเภอเมืองร้อยเอ็ด,ร้อยเอ็ด,14,0,47,32,22,47,8,2,18,44,18,124,45,22,124,18,18,18,10245,10683
T54-HU1-2820-014,PEA VOLTA ร้อยเอ็ด #1,PEA VOLTA ร้อยเอ็ด,16.04526901,103.6271286,232,ถนนเลี่ยงเมือง,ตำบล ดงลาน,อำเภอเมืองร้อยเอ็ด,ร้อยเอ็ด,13,0,44,29,21,44,7,1,19,43,18,106,44,22,106,18,18,18,10245,10683
T54-HU1-3520-001,PEA VOLTA บางจาก นครราชสีมา (กม. 141) #1,PEA VOLTA บางจาก นครราชสีมา (กม. 141),14.95731163,102.0410004,2422,ถ. มิตรภาพ,ตำบล บ้านใหม่,อำเภอเมืองนครราชสีมา,นครราชสีมา,26,5,61,34,21,61,13,5,19,74,28,202,74,28,202,14,5,18,2717,3541
T54-HU1-3220-009,PEA VOLTA บางจาก นครราชสีมา (กม. 141) #2,PEA VOLTA บางจาก นครราชสีมา (กม. 141),14.95731163,102.0410004,2422,ถ. มิตรภาพ,ตำบล บ้านใหม่,อำเภอเมืองนครราชสีมา,นครราชสีมา,17,0,42,29,23,42,12,4,19,67,30,202,67,30,202,17,15,19,2717,3541
T54-HU1-2920-009,PEA VOLTA บางจาก พุนพิน #2,PEA VOLTA บางจาก พุนพิน,9.12692261,99.15952301,41,ถนนเอเซีย,ตำบลหัวเตย,อำเภอพุนพิน,สุราษฎร์ธานี,13,3,41,30,23,41,8,3,16,53,22,132,53,22,132,16,11,19,38915,40663
T54-HU1-2620-006,PEA VOLTA บางจาก ละแม #1,PEA VOLTA บางจาก ละแม,9.77398396,99.07875824,41,AH2,ตำบล ทุ่งหลวง,อำเภอละแม,ชุมพร,8,0,20,31,21,52,8,2,19,34,7,90,39,21,90,15,7,19,18131,17471
T54-HU1-2620-002,PEA VOLTA บางจาก คลองขลุง #1,PEA VOLTA บางจาก คลองขลุง,16.21014404,99.70331573,1,ถนนพหลโยธิน (1),ตำบลคลองขลุง,อำเภอคลองขลุง,กำแพงเพชร,10,2,28,24,21,28,8,2,18,46,0,178,49,21,178,16,15,18,29100,34202
T54-HU1-2820-018,PEA VOLTA บางจาก คลองขลุง #2,PEA VOLTA บางจาก คลองขลุง,16.21014404,99.70331573,1,ถนนพหลโยธิน (1),ตำบลคลองขลุง,อำเภอคลองขลุง,กำแพงเพชร,7,0,28,24,22,28,7,1,18,39,14,144,41,21,144,18,14,19,29100,34202
T54-HU1-2520-009,PEA VOLTA บางจาก เมืองตาก #1,PEA VOLTA บางจาก เมืองตาก,16.87882805,99.12910461,1,ถ. พหลโยธิน,ตำบล หนองหลวง,อำเภอเมืองตาก,ตาก,11,0,46,35,24,46,8,1,19,69,27,232,69,27,232,11,2,18,5424,6245
T54-HU1-1620-010,PEA VOLTA บางจาก เมืองตาก #2,PEA VOLTA บางจาก เมืองตาก,16.87882805,99.12910461,1,ถ. พหลโยธิน,ตำบล หนองหลวง,อำเภอเมืองตาก,ตาก,11,0,38,28,23,38,8,1,19,64,18,202,65,24,202,18,18,18,5424,6245
T54-HU1-2720-007,PEA VOLTA บางจาก สีคิ้ว (มิตรภาพ กม.92) #1,PEA VOLTA บางจาก สีคิ้ว (มิตรภาพ กม.92),14.84046268,101.6075745,2422,ถ. มิตรภาพ,ตำบล ลาดบัวขาว,อำเภอสีคิ้ว,นครราชสีมา,16,2,40,29,22,40,12,2,19,65,29,174,65,29,174,18,15,19,2717,3541
T54-HU1-2820-020,PEA VOLTA บางจาก สีคิ้ว (มิตรภาพ กม.92) #2,PEA VOLTA บางจาก สีคิ้ว (มิตรภาพ กม.92),14.84046268,101.6075745,2422,ถ. มิตรภาพ,ตำบล ลาดบัวขาว,อำเภอสีคิ้ว,นครราชสีมา,15,0,36,26,21,36,12,2,19,61,31,178,61,31,178,18,18,18,2717,3541
T54-HU1-3220-006,PEA VOLTA บางจาก ท่าแซะ #2,PEA VOLTA บางจาก ท่าแซะ,10.59331322,99.12245941,4,ถนนเพชรเกษม,ตำบล ท่าข้าม,อำเภอท่าแซะ,ชุมพร,6,0,20,25,21,42,6,1,19,32,8,109,41,21,109,15,8,19,16056,17579
T54-HU1-2620-012,PEA VOLTA บางจาก ซุปเปอร์ไฮเวย์เชียงใหม่ #1,PEA VOLTA บางจาก ซุปเปอร์ไฮเวย์เชียงใหม่,18.7917366,99.02420044,11,ถ. ซุปเปอร์ไฮเวย์ เชียงใหม่-ลำปาง,ตำบลหนองป่าครั่ง,อำเภอเมืองเชียงใหม่,เชียงใหม่,23,0,64,42,21,64,10,2,18,117,62,288,117,62,288,11,11,11,41508,51432
T54-HU1-3120-010,PEA VOLTA บางจาก เมืองพังงา #1,PEA VOLTA บางจาก เมืองพังงา,8.42503834,98.47972107,4,ถ.เพชรเกษม,ตำบล ตากแดด,อำเภอเมืองพังงา,พังงา,3,0,20,23,22,24,4,1,14,34,5,121,42,21,121,14,5,19,20210,19117
T54-HU1-1920-007,PEA VOLTA บางจาก เมืองพังงา #2,PEA VOLTA บางจาก เมืองพังงา,8.42503834,98.47972107,4,ถ.เพชรเกษม,ตำบล ตากแดด,อำเภอเมืองพังงา,พังงา,4,0,11,28,23,38,5,1,11,40,5,140,42,23,140,14,5,19,20210,19117
T54-HU1-4020-010,PEA VOLTA บางจาก เมืองหนองคาย #1,PEA VOLTA บางจาก เมืองหนองคาย,17.89057541,102.776413,212,\ถนนติดทางหลวงแผ่นดินสายหนองคาย-โพนพิสัย,ตำบลหาดคำ,อำเภอเมืองหนองคาย,หนองคาย,6,0,23,23,23,23,6,1,18,29,5,114,36,21,114,14,5,19,8396,10262
T54-HU1-3520-006,PEA VOLTA บางจาก เมืองหนองคาย #2,PEA VOLTA บางจาก เมืองหนองคาย,17.89057541,102.776413,212,\ถนนติดทางหลวงแผ่นดินสายหนองคาย-โพนพิสัย,ตำบลหาดคำ,อำเภอเมืองหนองคาย,หนองคาย,5,0,20,25,22,27,5,1,18,23,5,82,36,21,82,13,5,19,8396,10262
T54-HU1-2520-006,PEA VOLTA บางจาก เมืองขอนแก่น (แยกเมืองเก่า) #1,PEA VOLTA บางจาก เมืองขอนแก่น (แยกเมืองเก่า),16.3802948,102.810669,2,ถ. มิตรภาพ,ตำบล เมืองเก่า,อำเภอเมืองขอนแก่น,ขอนแก่น,15,0,36,27,21,36,11,3,18,68,44,162,68,44,162,17,15,19,61763,66792
T54-HU1-3320-003,PEA VOLTA บางจาก อินทร์บุรี (ขาออก) #1,PEA VOLTA บางจาก อินทร์บุรี (ขาออก),14.98171806,100.3573151,32,AH1,ตำบลน้ำตาล,อินทร์บุรี,สิงห์บุรี,18,5,50,32,23,50,13,5,19,73,42,181,73,42,181,19,19,19,12336,11394
T54-HU1-3120-014,PEA VOLTA บางจาก อินทร์บุรี (ขาออก) #2,PEA VOLTA บางจาก อินทร์บุรี (ขาออก),14.98171806,100.3573151,32,AH1,ตำบลน้ำตาล,อินทร์บุรี,สิงห์บุรี,21,1,55,33,21,55,11,1,19,58,32,174,58,32,174,10,1,17,12336,11394
T54-HU1-2620-014,PEA VOLTA บางจาก แม่ลาว #1,PEA VOLTA บางจาก แม่ลาว,19.75447845,99.73159027,1,ถนนพหลโยธิน (พาน-เชียงราย),ตำบลจอมหมอกแก้ว,อำเภอแม่ลาว,เชียงราย,9,0,27,24,21,27,7,1,17,31,11,94,35,22,94,15,11,18,43461,47465
T54-HU1-2920-011,PEA VOLTA บางจาก แม่ลาว #2,PEA VOLTA บางจาก แม่ลาว,19.75447845,99.73159027,1,ถนนพหลโยธิน (พาน-เชียงราย),ตำบลจอมหมอกแก้ว,อำเภอแม่ลาว,เชียงราย,5,0,21,21,21,21,6,1,18,18,2,79,32,21,79,12,2,19,43461,47465
T54-IT1-2420-092,PEA VOLTA บางจาก พล #1,PEA VOLTA บางจาก พล,15.72360611,102.5921936,12,มิตรภาพ,ตำบล หนองแวงโสกพระ,อำเภอพล,ขอนแก่น,9,1,24,23,22,24,8,1,16,44,15,160,47,21,160,18,15,19,56579,57285
T54-HU1-3320-006,PEA VOLTA บางจาก พล #2,PEA VOLTA บางจาก พล,15.72360611,102.5921936,12,มิตรภาพ,ตำบล หนองแวงโสกพระ,อำเภอพล,ขอนแก่น,12,0,28,25,21,28,10,2,18,46,22,148,46,22,148,19,19,19,56579,57285
T54-HU1-3920-013,PEA VOLTA บางจาก เมืองอุดรธานี #1,PEA VOLTA บางจาก เมืองอุดรธานี,17.40020943,102.8004379,22,ถ. โพศรี,ตำบลหมากแข้ง,อำเภอเมืองอุดรธานี,อุดรธานี,16,0,42,30,21,42,10,1,19,85,25,184,85,25,184,15,7,19,24958,24380
T54-HU1-2420-012,PEA VOLTA บางจาก นาเกลือ #1,PEA VOLTA บางจาก นาเกลือ,12.96421814,100.9101486,3,สุขุมวิท,ตำบล นาเกลือ,อำเภอบางละมุง,ชลบุรี,48,1,105,55,24,105,12,1,19,145,107,312,145,107,312,14,14,14,77142,81066
T54-HU1-2120-006,PEA VOLTA บางจาก นาเกลือ #2,PEA VOLTA บางจาก นาเกลือ,12.96421814,100.9101486,3,สุขุมวิท,ตำบล นาเกลือ,อำเภอบางละมุง,ชลบุรี,27,3,72,39,21,72,10,3,19,126,73,292,126,73,292,19,19,19,77142,81066
T54-HU1-3220-007,PEA VOLTA บางจาก ทับสะแก #2,PEA VOLTA บางจาก ทับสะแก,11.54640007,99.63079834,4,ถนนเพชรเกษม,ตำบลแสงอรุณ,อำเภอทับสะแก,ประจวบคีรีขันธ์,8,0,31,31,31,31,8,1,18,49,15,162,51,21,162,17,15,19,39596,42430
T54-HU1-2620-003,PEA VOLTA บางจาก ทับสะแก #1,PEA VOLTA บางจาก ทับสะแก,11.54640007,99.63079834,4,ถนนเพชรเกษม,ตำบลแสงอรุณ,อำเภอทับสะแก,ประจวบคีรีขันธ์,11,2,31,26,21,31,9,2,19,52,16,165,53,22,165,16,16,16,39596,42430
T54-IT1-3920-016,PEA VOLTA บางจาก ท่าใหม่ #2,PEA VOLTA บางจาก ท่าใหม่,12.71175194,101.9820252,3,ถนนสุขุมวิท,ตำบลทุ่งเบญจา,อำเภอท่าใหม่,จันทบุรี,6,0,16,24,23,24,6,1,16,25,7,56,30,21,56,15,7,19,7545,32527
T54-HU1-3220-002,PEA VOLTA บางจาก ท่าใหม่ #1,PEA VOLTA บางจาก ท่าใหม่,12.71175194,101.9820252,3,ถนนสุขุมวิท,ตำบลทุ่งเบญจา,อำเภอท่าใหม่,จันทบุรี,7,0,18,34,21,56,7,1,18,24,9,44,29,21,44,16,9,19,7545,32527
T54-HU1-2820-011,PEA VOLTA บางจาก ทุ่งสง #1,PEA VOLTA บางจาก ทุ่งสง,8.1750927,99.63127899,41,ถนนทล. 41,ตำบล หนองหงส์,อำเภอทุ่งสง,นครศรีธรรมราช,7,0,22,22,22,22,7,1,19,39,11,146,41,22,146,13,11,14,17835,22693
T54-IT1-0221-071,PEA VOLTA บางจาก พยุหะคีรี #2,PEA VOLTA บางจาก พยุหะคีรี,15.49873257,100.1282272,1,ถนนพหลโยธิน,ตำบลย่านมัทรี,อำเภอพยุหะคีรี,นครสวรรค์,16,1,40,30,22,40,10,1,19,62,30,167,62,30,167,11,4,18,51277,50591
T54-IT1-0221-102,PEA VOLTA บางจาก บึงนาราง #2,PEA VOLTA บางจาก บึงนาราง,16.18552208,100.1280899,117,AH13,ตำบล บึงนาราง,อำเภอบึงนาราง,พิจิตร,6,0,21,21,21,21,9,1,19,49,10,140,52,22,140,13,10,17,19976,17403
T54-HU1-2520-005,PEA VOLTA บางจาก นครราชสีมา (กม. 134) #1,PEA VOLTA บางจาก นครราชสีมา (กม. 134),14.93463707,101.9829788,2422,มิตรภาพ,ต.โคกกรวด,อำเภอเมืองนครราชสีมา,นครราชสีมา,12,2,28,24,22,28,11,2,17,47,15,156,50,22,156,17,15,19,2717,3541
T54-HU1-2920-006,PEA VOLTA บางจาก นครราชสีมา (กม. 134) #2,PEA VOLTA บางจาก นครราชสีมา (กม. 134),14.93463707,101.9829788,2422,มิตรภาพ,ต.โคกกรวด,อำเภอเมืองนครราชสีมา,นครราชสีมา,7,0,19,26,21,36,7,1,19,35,11,120,40,21,120,16,11,19,2717,3541
T54-HU1-2620-007,PEA VOLTA บางจาก เมืองขอนแก่น (มิตรภาพ กม.348) #1,PEA VOLTA บางจาก เมืองขอนแก่น (มิตรภาพ กม.348),16.51951981,102.831871,2,ถ. มิตรภาพ,ตำบล ศิลา,อำเภอเมืองขอนแก่น,เมือง ขอนแก่น,11,0,32,27,21,32,11,1,18,66,38,154,66,38,154,15,7,19,61763,66792
T54-HU1-3520-008,PEA VOLTA บางจาก เมืองขอนแก่น (มิตรภาพ กม.348) #2,PEA VOLTA บางจาก เมืองขอนแก่น (มิตรภาพ กม.348),16.51951981,102.831871,2,ถ. มิตรภาพ,ตำบล ศิลา,อำเภอเมืองขอนแก่น,เมือง ขอนแก่น,7,0,27,26,24,27,7,1,19,56,32,162,56,32,162,13,5,19,61763,66792
T54-HU1-3120-009,PEA VOLTA บางจาก ขุขันธ์ #1,PEA VOLTA บางจาก ขุขันธ์,14.65510368,104.2276077,24,ถ.โชคชัย-เอกอุดม,ตำบล นิคมพัฒนา,อำเภอ ขุขันธ์,ศรีสะเกษ,4,0,13,23,22,24,5,1,13,27,4,89,35,21,89,13,4,19,9292,10963
T54-HU1-4020-020,PEA VOLTA สระแก้ว #2,PEA VOLTA สระแก้ว,13.83916283,102.0462494,33,ถนนสุวรรณศร,ตำบลสระแก้ว,อำเภอเมือง,สระแก้ว,9,0,28,28,28,28,10,2,19,45,19,75,45,22,75,19,19,19,12283,12116
T54-HU1-3220-004,PEA VOLTA สระแก้ว #1,PEA VOLTA สระแก้ว,13.83916283,102.0462494,33,ถนนสุวรรณศร,ตำบลสระแก้ว,อำเภอเมือง,สระแก้ว,13,2,42,25,21,42,10,2,19,45,14,112,47,25,112,15,14,15,12283,12116
T54-HU1-2020-023,PEA VOLTA บางจาก บึงนาราง #1,PEA VOLTA บางจาก บึงนาราง,16.18552208,100.1280899,117,AH13,ตำบล บึงนาราง,อำเภอบึงนาราง,พิจิตร,11,0,29,24,21,29,10,2,18,54,19,146,54,21,146,19,19,19,19976,17403
T54-HU1-5120-012,PEA VOLTA บางจาก พยุหะคีรี #1,PEA VOLTA บางจาก พยุหะคีรี,15.49873257,100.1282272,1,ถนนพหลโยธิน,ตำบลย่านมัทรี,อำเภอพยุหะคีรี,นครสวรรค์,17,3,44,30,21,44,9,3,19,62,31,161,62,31,161,13,2,19,51277,50591
T54-HU1-3420-010,PEA VOLTA บางจาก ขุขันธ์ #2,PEA VOLTA บางจาก ขุขันธ์,14.65510368,104.2276077,24,ถ.โชคชัย-เอกอุดม,ตำบล นิคมพัฒนา,อำเภอ ขุขันธ์,ศรีสะเกษ,3,0,10,24,24,24,3,1,10,22,5,72,31,21,72,14,5,18,9292,10963
T54-HU1-3120-013,PEA VOLTA บางจาก ประโคนชัย #2,PEA VOLTA บางจาก ประโคนชัย,14.61214161,103.0573196,24,ถ.โชคชัย-เอกอุดม,ตำบล โคกม้า,อำเภอประโคนชัย,บุรีรัมย์,2,0,9,37,23,53,3,1,9,18,1,77,35,21,77,10,1,17,25026,29806
T54-HU1-2319-014,PEA VOLTA บางจาก แกลง #1,PEA VOLTA บางจาก แกลง,12.78665543,101.6728439,3,ถ. สุขุมวิท,ตำบล ทางเกวียน,อำเภอแกลง,ระยอง,13,0,26,24,21,26,11,5,19,48,14,90,49,25,90,14,14,14,26296,26201
T54-HU1-0621-005,PEA VOLTA บางจาก แกลง #2,PEA VOLTA บางจาก แกลง,12.78665543,101.6728439,3,ถ. สุขุมวิท,ตำบล ทางเกวียน,อำเภอแกลง,ระยอง,10,1,30,25,21,30,8,1,16,52,21,104,52,21,104,10,2,19,26296,26201
T54-HU1-5120-001,PEA VOLTA บางจาก วังน้อย (พหลโยธิน กม.57) #1,PEA VOLTA บางจาก วังน้อย (พหลโยธิน กม.57),14.19541264,100.6460037,1,พหลโยธิน,ตำบล ลำไทร,อำเภอวังน้อย,พระนครศรีอยุธยา,22,0,43,29,21,43,14,5,19,73,39,206,73,39,206,14,8,19,152329,153013
T54-IT1-0221-041,PEA VOLTA บางจาก วังน้อย (พหลโยธิน กม.57) #2,PEA VOLTA บางจาก วังน้อย (พหลโยธิน กม.57),14.19541264,100.6460037,1,พหลโยธิน,ตำบล ลำไทร,อำเภอวังน้อย,พระนครศรีอยุธยา,23,2,68,41,21,68,11,2,19,63,31,152,63,31,152,11,4,18,152329,153013
T54-HU1-0721-005,PEA VOLTA บางจาก เมืองระยอง #2,PEA VOLTA บางจาก เมืองระยอง,12.6824894,101.2544479,3,ถ. สุขุมวิท,ตำบลเนินพระ,อำเภอเมืองระยอง,ระยอง,40,6,80,49,22,80,11,6,19,127,81,260,127,81,260,13,5,19,26296,26201
T54-HU1-5120-006,PEA VOLTA บางจาก เมืองระยอง #1,PEA VOLTA บางจาก เมืองระยอง,12.6824894,101.2544479,3,ถ. สุขุมวิท,ตำบลเนินพระ,อำเภอเมืองระยอง,ระยอง,39,11,93,44,21,93,15,11,19,126,84,260,126,84,260,13,3,19,26296,26201
T54-HU1-2820-010,PEA VOLTA บางจาก เมืองตรัง #1,PEA VOLTA บางจาก เมืองตรัง,7.5609951,99.60598755,4,ถ.เพชรเกษม,ตำบล นาตาล่วง,อำเภอเมืองตรัง,ตรัง,16,3,52,32,22,52,12,3,19,70,0,238,75,23,238,12,8,16,26647,27572
